name,category,price,slug,image_url
Las Perdices Torrontes Dulce 750ml,Vinos Blancos y Rosados,$8300.00,las-perdices-torrontes-dulce-750,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/las-perdices-torrontes-dulce-750
Lopez Dulde Natural 750ml,Vinos Blancos y Rosados,$5900.00,lopez-dulde-natural,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/lopez-dulde-natural
Misterio Dulce Natural 750ml,Vinos Blancos y Rosados,$4200.00,misterio-dulce-natural-750,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/misterio-dulce-natural-750
Nicasia Red Blanc mlabec 750ml,Vinos Blancos y Rosados,$10200.00,nicasia-red-blanc-mlabec-750,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/nicasia-red-blanc-mlabec-750
Otro Loco Mas Blanco Dulce,Vinos Blancos y Rosados,$5600.00,otro-loco-mas-blanco-dulce,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/otro-loco-mas-blanco-dulce
Portillo Dulce 750ml,Vinos Blancos y Rosados,$5800.00,portillo-dulce-750,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/portillo-dulce-750
Salentein Blanc De Blanes 750ml,Vinos Blancos y Rosados,$14500.00,salentein-blanc-de-blanes,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/salentein-blanc-de-blanes
Santa Julia Chenin Dulce 750ml,Vinos Blancos y Rosados,$8000.00,santa-julia-chenin-dulce,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/santa-julia-chenin-dulce
Santa Julia Chenin Dulce 269ml,Vinos Blancos y Rosados,$2400.00,santa-julia-chenin-dulce-269ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/santa-julia-chenin-dulce-269ml
Santa Julia Dulce 750ml,Vinos Blancos y Rosados,$8400.00,santa-julia-dulce,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/santa-julia-dulce
Tribu Blanco Dulce 750ml,Vinos Blancos y Rosados,$4000.00,tribu-blanco-dulce-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/tribu-blanco-dulce-750ml
Toro Tetrapack Blanco 1L,Vinos Blancos y Rosados,$2200.00,vino-toro-tetra-blanco,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/vino-toro-tetra-blanco
Azul Matilda Rose 750ml,Vinos Blancos y Rosados,$14200.18,azul-matilda-rose-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/azul-matilda-rose-750ml
Champagne Renaissance DU 750ml,Espumantes,$5200.00,champagne-renna-du,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/espumantes/champagne-renna-du
Chandon Extra Brut 375ml,Espumantes,$10800.00,chandon-extra-brut-375ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/espumantes/chandon-extra-brut-375ml
Espumante Baron B Extra Brut 750ml,Espumantes,$38000.00,espumante-baron-b-extra-brut,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/espumantes/espumante-baron-b-extra-brut
Espumante Chandon Extra Brut 750ml,Espumantes,$18000.00,espumante-chandon-extra-brut-750,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/espumantes/espumante-chandon-extra-brut-750
Espumante Chandon Delice 750,Espumantes,$16700.00,espumante-chandon-delice-750,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/espumantes/espumante-chandon-delice-750
Espumante Las Perdices Dulce Sweety 750ml,Espumantes,$8900.00,espumante-las-perdices-dulce-sweety,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/espumantes/espumante-las-perdices-dulce-sweety
Espumante Las Perdices Extra Brut 750ml,Espumantes,$9900.00,espumante-las-perdices-extra-brut,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/espumantes/espumante-las-perdices-extra-brut
Espumante Mercier Dulce 750ml,Espumantes,$9800.00,espumante-mercier-dulce-750,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/espumantes/espumante-mercier-dulce-750
Espumante Salentein Doux 750ml,Espumantes,$13200.00,espumante-salentein-doux-750,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/espumantes/espumante-salentein-doux-750
Espumante Salentein Extra Brut 750ml,Espumantes,$13200.00,espumante-salentein-extra-brut,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/espumantes/espumante-salentein-extra-brut
Espumante Santa Julia Dulce 750ml,Espumantes,$13800.00,santa-julia-espumante-dulce-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/espumantes/santa-julia-espumante-dulce-750ml
Sidra 1930 Dolce 750ml,Espumantes,$6000.00,sidra-1930-dolce,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/espumantes/sidra-1930-dolce
Sidra La Farruca 710ml,Espumantes,$2800.00,sidra-la-farruca-710ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/espumantes/sidra-la-farruca-710ml
Aconcagua Blanco 750ml,Gin,$23700.00,aconcagua-blanco,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gin/aconcagua-blanco
Aconcagua Pink 750ml,Gin,$23700.00,aconcagua-pink,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gin/aconcagua-pink
Beefeater 700ml,Gin,$28000.00,beefeater-700ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gin/beefeater-700ml
Bombay 700ml,Gin,$41000.00,bombay-700ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gin/bombay-700ml
Gin Aconcagua Azul 750ml,Gin,$20500.00,gin-aconcagua-azul-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gin/gin-aconcagua-azul-750ml
Gin Aconcagua Lime 750ml,Gin,$23700.00,gin-aconcagua-lime-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gin/gin-aconcagua-lime-750ml
Gin La Mignon Blue 750ml,Gin,$18900.00,gin-la-mignon-blue,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gin/gin-la-mignon-blue
Gin La Mignon Mediterranean 750ml,Gin,$18900.00,gin-la-mignon-mediterranean,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gin/gin-la-mignon-mediterranean
Gin La Mignon Orange 750ml,Gin,$18900.00,gin-la-mignon-orange,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gin/gin-la-mignon-orange
Gin La Mignon Pink 750ml,Gin,$18900.00,gin-la-mignon-pink,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gin/gin-la-mignon-pink
Gin Merle London Dry River Plate 750ml Negro,Gin,$21100.00,gin-merle-london-dry-river-plate-750ml-negro,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gin/gin-merle-london-dry-river-plate-750ml-negro
Gin Spirito Blu 700ml,Gin,$16000.00,gin-spirito-blu-700ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gin/gin-spirito-blu-700ml
Merle Gin Pink 750ml,Gin,$13000.00,merle-gin-pink-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gin/merle-gin-pink-750ml
Merle London Dry River Plate 750ml Blanco,Gin,$21100.00,merle-london-dry-river-plate-750ml-blanco,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gin/merle-london-dry-river-plate-750ml-blanco
Gin Tanqueray 750ml,Gin,$32000.00,tanqueray,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gin/tanqueray
Gin Heredero 750ml,Gin,$15200.04,gin-heredero-750,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gin/gin-heredero-750
Ginebra Llave Black 700ml,Gin,$13800.00,ginebra-llave-black,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gin/ginebra-llave-black
Gin Gordons 700ml,Gin,$12800.00,gordons,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gin/gordons
Gin Heredero 750ml ,Gin,$15200.04,gin-heredero-750,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gin/gin-heredero-750
Gin Nordico 750ml,Gin,$15500.00,nordico-gin,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gin/nordico-gin
Beefeater Naranja 700ml,Gin,$39000.00,beefeater-naranja,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/beefeater-naranja
Absolut Mandarina 750ml,Vodka,$28000.00,absolut-mandarina,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/absolut-mandarina
Absolut Mango 750ml,Vodka,$28000.00,absolut-mango,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/absolut-mango
Absolut Peach 750ml,Vodka,$28000.00,absolut-peach,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/absolut-peach
Absolut Pears 750ml,Vodka,$28000.00,absolut-pears,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/absolut-pears
Absolut Raspberry 750ml,Vodka,$28000.00,absolut-raspberry,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/absolut-raspberry
Absolut Vainilla 750ml,Vodka,$28000.00,absolut-vainilla,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/absolut-vainilla
Absolut Watermelon 750ml,Vodka,$28000.00,absolut-watermelon,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/absolut-watermelon
Absolut Wildberry 750ml,Vodka,$28000.00,absolut-wildberry,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/absolut-wildberry
Ciroc Peach 1L,Vodka,$130000.00,ciroc-peach-1l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/ciroc-peach-1l
Ciroc Pineapple 1L,Vodka,$130000.00,ciroc-pineapple-1l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/ciroc-pineapple-1l
Ciroc Red Berry 1L,Vodka,$130000.00,ciroc-red-berry-1l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/ciroc-red-berry-1l
Ciroc Red Berry 750ml,Vodka,$87000.00,ciroc-red-berry-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/ciroc-red-berry-750ml
Ciroc Vodka Normal 750ml,Vodka,$70000.00,ciroc-vodka-normal-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/ciroc-vodka-normal-750ml
Dr Lemon Spicy 473ml,Vodka,$2000.00,dr-lemon-spicy-473ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/dr-lemon-spicy-473ml
Dr Lemon Vodka 1L,Vodka,$4400.00,dr-lemon-vodka-1l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/dr-lemon-vodka-1l
Dr Lemon Vodka 473ml,Vodka,$2600.00,dr-lemon-vodka-473ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/dr-lemon-vodka-473ml
Grey Goose Vodka 1L,Vodka,$109900.00,grey-goose-vodka-1l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/grey-goose-vodka-1l
Plato Volador Berries 750ml,Vodka,$9800.00,plato-volador-berries,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/plato-volador-berries
Plato Volador Chupetin Galactico 750ml,Vodka,$9800.00,plato-volador-chupetin-galactico,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/plato-volador-chupetin-galactico
Plato Volador Fucking Chicle 750ml,Vodka,$9800.00,plato-volador-fucking-chicle,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/plato-volador-fucking-chicle
Plato Volador Mango + Maracuya 750ml,Vodka,$9800.00,plato-volador-mango-maracuya,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/plato-volador-mango-maracuya
Sernova Candy Glow 700ml,Vodka,$8600.00,sernova-candy-glow,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/sernova-candy-glow
Sernova Caribbean Blend 700ml,Vodka,$8600.00,sernova-caribbean-blend-700,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/sernova-caribbean-blend-700
Sernova Sweet Apple 700ml,Vodka,$8600.00,sernova-sweet-apple-700ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/sernova-sweet-apple-700ml
Sernova Tropical Passion 700ml,Vodka,$8600.00,sernova-tropical-passion-700ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/sernova-tropical-passion-700ml
Sernova Wild Berries 700ml,Vodka,$8600.00,sernova-wild-berries-700ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/sernova-wild-berries-700ml
Skyy Apericot 750ml,Vodka,$11500.00,skyy-apericot-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/skyy-apericot-750ml
Skyy Cosmic 750ml,Vodka,$12000.00,skyy-cosmic-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/skyy-cosmic-750ml
Skyy Pineapple 750ml,Vodka,$11500.00,skyy-pineapple,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/skyy-pineapple
Skyy Raspberry 750ml,Vodka,$11500.00,skyy-raspberry-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/skyy-raspberry-750ml
Smirnoff Citric 750ml,Vodka,$10500.00,smirnoff-citric,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/smirnoff-citric
Smirnoff Citrus 750ml,Vodka,$10500.00,smirnoff-citrus,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/smirnoff-citrus
Smirnoff Green Apple 750ml,Vodka,$10500.00,smirnoff-green-apple,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/smirnoff-green-apple
Smirnoff Ice Apple Lata 473ml,Vodka,$3600.00,smirnoff-ice-apple-lata,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/smirnoff-ice-apple-lata
Smirnoff Ice Berry Lata 473ml,Vodka,$3600.00,smirnoff-ice-berry-lata,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/smirnoff-ice-berry-lata
Smirnoff Raspberry 750ml,Vodka,$10500.00,smirnoff-raspberry,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/smirnoff-raspberry
Smirnoff Tamarindo 750ml,Vodka,$10500.00,smirnoff-tamarindo,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/smirnoff-tamarindo
Smirnoff Tropical Fruits 750ml,Vodka,$10500.00,smirnoff-tropical-fruits,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/smirnoff-tropical-fruits
Smirnoff Watermelon 750ml,Vodka,$10500.00,smirnoff-watermelon,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/smirnoff-watermelon
Sernova Clasico 700ml,Vodka,$7800.00,vodka-sernova,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vodka/vodka-sernova
Havana 3 Años 750ml,Whisky y Ron,$18500.00,havana-3-anos-750ml-blanco,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/whisky-y-ron/havana-3-anos-750ml-blanco
Jack Daniels Tennessee 1L,Whisky y Ron,$65000.00,jack-daniels-tennessee-1l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/whisky-y-ron/jack-daniels-tennessee-1l
Jack Daniels Tennessee Apple 1L,Whisky y Ron,$65000.00,jack-daniels-tennessee-apple-1l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/whisky-y-ron/jack-daniels-tennessee-apple-1l
Jack Daniels Tennessee Fire 1L,Whisky y Ron,$65000.00,jack-daniels-tennessee-fire-1l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/whisky-y-ron/jack-daniels-tennessee-fire-1l
Jack Daniels Tennessee Honey 1L,Whisky y Ron,$65000.00,jack-daniels-tennessee-honey-1l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/whisky-y-ron/jack-daniels-tennessee-honey-1l
Jameson 750ml,Whisky y Ron,$32000.00,jameson,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/whisky-y-ron/jameson
Johnnie Walker Gold Label Reserve 750ml,Whisky y Ron,$110500.00,johnnie-walker-gold-label-reserve-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/whisky-y-ron/johnnie-walker-gold-label-reserve-750ml
Johnnie Walker Red Label 1L,Whisky y Ron,$50000.00,johnnie-walker-red-label-1l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/whisky-y-ron/johnnie-walker-red-label-1l
Johnnie Walker Ultimate 18 años 750ml,Whisky y Ron,$247000.00,johnnie-walker-ultimate-18anos-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/whisky-y-ron/johnnie-walker-ultimate-18anos-750ml
Johnny Walker Black 12 Años 1L,Whisky y Ron,$55000.00,johnny-walker-black-12-anos-1l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/whisky-y-ron/johnny-walker-black-12-anos-1l
Johnny Walker Double Black 1L,Whisky y Ron,$109000.00,johnny-walker-double-black-1l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/whisky-y-ron/johnny-walker-double-black-1l
White Horse 750ml,Whisky y Ron,$21899.00,white-horse,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/whisky-y-ron/white-horse
American Club Piña Colada 750ml,Aperitivos y Licores,$7600.00,a-club-pina-colada,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/a-club-pina-colada
Amargo Obrero 950ml,Aperitivos y Licores,$6200.00,amargo-obrero,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/amargo-obrero
Amarula Coffeee Cream 750ml,Aperitivos y Licores,$45000.00,amarula-coffeee-cream-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/amarula-coffeee-cream-750ml
Amarula Cream 750ml,Aperitivos y Licores,$45000.00,amarula-cream-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/amarula-cream-750ml
Amarula Raspberry Chocolate 750ml,Aperitivos y Licores,$45000.00,amarula-raspberry-chocolate-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/amarula-raspberry-chocolate-750ml
Amarula Vainilla Spice Cream 750ml,Aperitivos y Licores,$45000.00,amarula-vainilla-spice-cream-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/amarula-vainilla-spice-cream-750ml
Amarula Vegan Coconut Based 750ml,Aperitivos y Licores,$45000.00,amarula-vegan-coconut-based-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/amarula-vegan-coconut-based-750ml
Aperol 750ml,Aperitivos y Licores,$10700.00,aperol-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/aperol-750ml
Branca Menta 750ml,Aperitivos y Licores,$8800.00,branca-menta-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/branca-menta-750ml
Fernet Buhero 700ml,Aperitivos y Licores,$8400.00,buhero,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/buhero
Campari 750ml,Aperitivos y Licores,$11500.00,campari,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/campari
Caña Legui 750ml,Aperitivos y Licores,$5200.11,cana-legui,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/cana-legui
Carpano Bianco 955ml,Aperitivos y Licores,$7700.00,carpano-bianco-955,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/carpano-bianco-955
Carpano Rosso 955ml,Aperitivos y Licores,$7500.00,carpano-rosso,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/carpano-rosso
Cinzano Rosso 955ml,Aperitivos y Licores,$9800.00,cinzano-rosso,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/cinzano-rosso
Fernet Branca 750ml,Aperitivos y Licores,$16500.00,fernet-branca-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/fernet-branca-750ml
Fernet Branca Edicion Limitada 750ml,Aperitivos y Licores,$14500.00,fernet-branca-edicion-limitada-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/fernet-branca-edicion-limitada-750ml
Fernet Branca 1L,Aperitivos y Licores,$18900.00,fernet-branca-1000,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/fernet-branca-1000
Fernet Branca 450ml,Aperitivos y Licores,$10500.23,fernet-branca-450,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/fernet-branca-450
Fernet Vittone Speciale 750ml,Aperitivos y Licores,$6000.00,fernet-vittone-speciale-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/fernet-vittone-speciale-750ml
Gancia 473ml,Aperitivos y Licores,$3000.00,gancia-473ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/gancia-473ml
Gancia 950ml,Aperitivos y Licores,$8600.00,gancia-950ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/gancia-950ml
Gancia Americano Cero 473ml,Aperitivos y Licores,$2600.00,gancia-americano-cero-473ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/gancia-americano-cero-473ml
Gancia Hibiscus 473ml,Aperitivos y Licores,$2900.00,gancia-hibiscus-473ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/gancia-hibiscus-473ml
Jagermeister 700ml,Aperitivos y Licores,$40000.00,jaggermeister,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/jaggermeister
Vermut Punt E Mes 750ml,Aperitivos y Licores,$8300.00,vermut-punt-e-mes-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/vermut-punt-e-mes-750ml
Cinzano Segundo 955ml,Aperitivos y Licores,$9800.00,cinzano-segundo,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/cinzano-segundo
Gancia Premium 750ml,Aperitivos y Licores,$11000.00,gancia-prem,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/gancia-prem
Licor Borghetti 700ml,Aperitivos y Licores,$11800.00,licor-borghetti-700ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/licor-borghetti-700ml
Ramazzotti Rosato,Aperitivos y Licores,$10900.00,ramazzotti-rosato,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/ramazzotti-rosato
Hodmoser,Aperitivos y Licores,$26400.00,hodmoser,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/hodmoser
Malibu 750ml,Aperitivos y Licores,$21500.00,malibu-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/malibu-750ml
Martini Dry,Aperitivos y Licores,$12800.15,martini-dry,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/martini-dry
Coca Cola 1 5L,Gaseosas,$4000.00,coca-cola-1-5l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/coca-cola-1-5l
Coca Cola 2 5L,Gaseosas,$5500.00,coca-cola-2-5l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/coca-cola-2-5l
Coca Cola 500ml,Gaseosas,$1500.00,coca-cola-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/coca-cola-500ml
Coca Cola Zero 500ml,Gaseosas,$1500.00,coca-cola-zero-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/coca-cola-zero-500ml
Coca Zero 1 5L,Gaseosas,$3800.00,coca-zero-1-5l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/coca-zero-1-5l
Fanta 1.5L,Gaseosas,$3300.00,fanta-1-5l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/fanta-1-5l
Fanta 500ml,Gaseosas,$1500.00,fanta-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/fanta-500ml
Fanta Lata 355ml,Gaseosas,$1300.00,fanta-lata,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/fanta-lata
Coca Cola Lata 355ml,Gaseosas,$1300.00,lata-coca-cola,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/lata-coca-cola
Coca Cola Zero Lata 355ml,Gaseosas,$1300.00,lata-coca-cola-zero,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/lata-coca-cola-zero
